  0,   697,   297,     6,    86
   100,   671,  1560,     1,     0,     0,   697,   301,     6,    86
   100,   671,  1560,     1,     0,     0,   696,   305,     6,    86
   100,   737,  1561,     1,     1,     0,   697,   321,     6,    86
   100,   737,  1561,     1,     0,     0,   697,   336,     6,    86
   100,   737,  1561,     1,     0,     0,   698,   350,     6,    86
   100,   737,  1561,     1,     0,     0,   698,   364,     6,    86
   100,   724,  1560,     1,     1,     0,   698,   367,     6,    86
   100,   724,  1560,     1,     0,     0,   699,   370,     6,    86
   100,   724,  1560,     1,     0,     0,   699,   373,     6,    86
   100,   724,  1560,     1,     0,     0,   699,   376,     6,    86
   100,   677,  1567,     1,     1,     0,   699,   377,     6,    86
   100,   677,  1567,     1,     0,     0,   699,   378,     6,    86
   100,   677,  1567,     1,     0,     0,   699,   379,     6,    86
   100,   677,  1567,     1,     0,     0,   698,   380,     6,    86
   100,   696,  1561,     1,     1,     0,   698,   376,     6,    86
   100,   696,  1561,     1,     0,     0,   698,   372,     6,    86
   100,   696,  1561,     1,     0,     0,   698,   368,     6,    86
   100,   696,  1561,     1,     0,     0,   698,   364,     6,    86
   100,   719,  1568,     1,     1,     0,   698,   365,     6,    86
   100,   719,  1568,     1,     0,     0,   699,   365,     6,    86
   100,   719,  1568,     1,     0,     0,   699,   366,     6,    86
   100,   719,  1568,     1,     0,     0,   699,   366,     6,    86
   100,   660,  1561,     1,     1,     0,   699,   377,     6,    86
   100,   660,  1561,     1,     0,     0,   698,   388,     6,    86
   100,   660,  1561,     1,     0,     0,   698,   398,     6,    86
   100,   660,  1561,     1,     0,     0,   698,   407,     6,    86
   100,   655,  1567,     1,     1,     0,   697,   420,     6,    86
   100,   655,  1567,     1,     0,     0,   697,   432,     6,    86
   100,   655,  1567,     1,     0,     0,   696,   444,     6,    86
   100,   655,  1567,     1,     0,     0,   696,   455,     6,    86
   100,   697,  1567,     1,     1,     0,   696,   451,     6,    86
   100,   697,  1567,     1,     0,     0,   696,   447,     6,    86
   100,   697,  1567,     1,     0,     0,   696,   443,     6,    86
   100,   697,  1567,     1,     0,     0,   696,   439,     6,    86
   100,   778,  1563,     1,     1,     0,   697,   493,     6,    86
   100,   778,  1563,     1,     0,     0,   697,   545,     6,    86
   100,   778,  1563,     1,     0,     0,   698,   594,     6,    86
   100,   778,  1563,     1,     0,     0,   699,   643,     6,    86
   100,   719,  1561,     1,     1,     0,   699,   640,     6,    86
   100,   719,  1561,     1,     0,     0,   699,   638,     6,    86
   100,   719,  1561,     1,     0,     0,   699,   636,     6,    86
   100,   719,  1561,     1,     0,     0,   699,   634,     6,    86
   100,   721,  1568,     1,     1,     0,   700,   633,     6,    86
   100,   721,  1568,     1,     0,     0,   700,   631,     6,    86
   100,   721,  1568,     1,     0,     0,   700,   630,     6,    86
   100,   721,  1568,     1,     0,     0,   700,   628,     6,    86
   100,   717,  1566,     1,     1,     0,   700,   625,     6,    86
   100,   717,  1566,     1,     0,     0,   700,   623,     6,    86
   100,   717,  1566,     1,     0,     0,   701,   620,     6,    86
   100,   717,  1566,     1,     0,     0,   701,   617,     6,    86
   100,   718,  1561,     1,     1,     0,   701,   615,     6,    86
   100,   718,  1561,     1,     0,     0,   701,   612,     6,    86
   100,   718,  1561,     1,     0,     0,   701,   610,     6,    86
   100,   718,  1561,     1,     0,     0,   701,   607,     6,    86
   100,   696,  1561,     1,     1,     0,   701,   603,     6,    86
   100,   696,  1561,     1,     0,     0,   701,   599,     6,    86
   100,   696,  1561,     1,     0,     0,   701,   595,     6,    86
   100,   696,  1561,     1,     0,     0,   701,   591,     6,    86
   100,   719,  1540,     1,     1,     0,   701,   589,     6,    86
   100,   719,  1540,     1,     0,     0,   701,   587,     6,    86
   100,   719,  1540,     1,     0,     0,   701,   585,     6,    86
   100,   719,  1540,     1,     0,     0,   702,   583,     6,    86
   100,   714,  1564,     1,     1,     0,   702,   580,     6,    86
   100,   714,  1564,     1,     0,     0,   702,   577,     6,    86
   100,   714,  1564,     1,     0,     0,   702,   574,     6,    86
   100,   714,  1564,     1,     0,     0,   702,   571,     6,    86
   100,   737,  1564,     1,     1,     0,   702,   575,     6,    86
   100,   737,  1564,     1,     0,     0,   702,   579,     6,    86
   100,   737,  1564,     1,     0,     0,   703,   583,     6,    86
   100,   737,  1564,     1,     0,     0,   703,   587,     6,    86
   100,   677,  1566,     1,     1,     0,   703,   588,     6,    86
   100,   677,  1566,     1,     0,     0,   703,   588,     6,    86
   100,   677,  1566,     1,     0,     0,   702,   589,     6,    86
   100,   677,  1566,     1,     0,     0,   702,   589,     6,    86
   100,   655,  1561,     1,     1,     0,   702,   599,     6,    86
   100,   655,  1561,     1,     0,     0,   702,   609,     6,    86
   100,   655,  1561,     1,     0,     0,   701,   619,     6,    86
   100,   655,  1561,     1,     0,     0,   701,   629,     6,    86
   100,   719,  1560,     1,     1,     0,   701,   627,     6,    86
   100,   719,  1560,     1,     0,     0,   701,   625,     6,    86
   100,   719,  1560,     1,     0,     0,   701,   623,     6,    86
   100,   719,  1560,     1,     0,     0,   701,   621,     6,    86
   100,   698,  1561,     1,     1,     0,   701,   617,     6,    86
   100,   698,  1561,     1,     0,     0,   701,   613,     6,    86
   100,   698,  1561,     1,     0,     0,   701,   610,     6,    86
   100,   698,  1561,     1,     0,     0,   701,   606,     6,    86
   100,   676,  1567,     1,     1,     0,   701,   606,     6,    86
   100,   676,  1567,     1,     0,     0,   701,   606,     6,    86
   100,   676,  1567,     1,     0,     0,   701,   606,     6,    86
   100,   676,  1567,     1,     0,     0,   701,   607,     6,    86
   100,   656,  1568,     1,     1,     0,   700,   615,     6,    86
   100,   656,  1568,     1,     0,     0,   700,   622,     6,    86
   100,   656,  1568,     1,     0,     0,   700,   630,     6,    86
   100,   656,  1568,     1,     0,     0,   700,   637,     6,    86
   100,   676,  1568,     1,     1,     0,   700,   637,     6,    86
   100,   676,  1568,     1,     0,     0,   699,   636,     6,    86
   100,   676,  1568,     1,     0,     0,   699,   636,     6,    86
   100,   676,  1568,     1,     0,     0,   699,   635,     6,    86
   100,   756,  1561,     1,     1,     0,   699,   650,     6,    86
   100,   756,  1561,     1,     0,     0,   700,   663,     6,    86
   100,   756,  1561,     1,     0,     0,   700,   677,     6,    86
   100,   756,  1561,     1,     0,     0,   700,   690,     6,    86
   100,   652,  1562,     1,     1,     0,   700,   699,     6,    86
   100,   652,  1562,     1,     0,     0,   700,   708,     6,    86
   100,   652,  1562,     1,     0,     0,   700,   716,     6,    86
   100,   652,  1562,     1,     0,     0,   699,   725,     6,    86
   100,   662,  1566,     1,     1,     0,   699,   728,     6,    86
   100,   662,  1566,     1,     0,     0,   699,   731,     6,    86
   100,   662,  1566,     1,     0,     0,   699,   735,     6,    86
   100,   662,  1566,     1,     0,     0,   699,   738,     6,    86
   100,   718,  1567,     1,     1,     0,   699,   736,     6,    86
   100,   718,  1567,     1,     0,     0,   699,   734,     6,    86
   100,   718,  1567,     1,     0,     0,   699,   732,     6,    86
   100,   718,  1567,     1,     0,     0,   699,   730,     6,    86
   100,   717,  1562,     1,     1,     0,   699,   728,     6,    86
   100,   717,  1562,     1,     0,     0,   699,   726,     6,    86
   100,   717,  1562,     1,     0,     0,   699,   724,     6,    86
   100,   717,  1562,     1,     0,     0,   699,   722,     6,    86
   100,   678,  1588,     1,     1,     0,   699,   721,     6,    86
   100,   678,  1588,     1,     0,     0,   699,   719,     6,    86
   100,   678,  1588,     1,     0,     0,   699,   718,     6,    86
   100,   678,  1588,     1,     0,     0,   699,   716,     6,    86
   100,   591,  1558,     1,     1,     0,   698,   770,     6,    86
   100,   591,  1558,     1,     0,     0,   698,   822,     6,    86
   100,   591,  1558,     1,     0,     0,   697,   873,     6,    86
   100,   591,  1558,     1,     0,     0,   697,   923,     6,    86
   100,   655,  1561,     1,     1,     0,   697,   927,     6,    86
   100,   655,  1561,     1,     0,     0,   696,   931,     6,    86
   100,   655,  1561,     1,     0,     0,   696,   935,     6,    86
   100,   655,  1561,     1,     0,     0,   696,   938,     6,    86
   100,   758,  1560,     1,     1,     0,   696,   952,     6,    86
   100,   758,  1560,     1,     0,     0,   697,   965,     6,    86
   100,   758,  1560,     1,     0,     0,   697,   978,     6,    86
   100,   758,  1560,     1,     0,     0,   697,   991,     6,    86
   100,   778,  1561,     1,     1,     0,   698,  1016,     6,    86
   100,   778,  1561,     1,     0,     0,   698,  1041,     6,    86
   100,   778,  1561,     1,     0,     0,   698,  1066,     6,    86
   100,   778,  1561,     1,     0,     0,   699,  1090,     6,    86
   102,   431,  1561,     1,     1,     0,   697,  1409,     6,    86
   102,   431,  1561,     1,     0,     0,   696,  1722,     6,    86
   102,   431,  1561,     1,     0,     0,   695,  2030,     6,    86
